id,vernacularName,language,locality,countryCode,source,lexicon,contributor,created
52482,pestrica pruhovaná,sk,"","",,Slovak,Martin Hromada,2019-07-03T10:38:17Z
130398,Očkáň timotejkový,sk,"","",,Slovak,Martin Hromada,2019-07-03T10:40:30Z
48548,Babôčka bodliaková,sk,"","",,Slovak,Martin Hromada,2019-07-03T10:43:34Z
58533,žltáčik,sk,"","",,Slovak,Martin Hromada,2019-07-03T10:50:01Z
12707,drozd čvíkotavý,sk,"","",,Slovak,Martin Hromada,2019-07-03T15:39:12Z
326382,očkáň ovsíkový,sk,"","",,Slovak,Martin Hromada,2019-07-11T12:37:00Z
62094,Vretienka vičencová,sk,"","",,Slovak,Majo,2019-07-21T11:43:31Z
55483,slizovka žĺtková,sk,"","",,Slovak,Majo,2019-07-21T13:42:28Z
133250,Kobylka zelená,sk,"","",,Slovak,Majo,2019-07-30T18:40:02Z
410499,lipa obyčajná,sk,"","",,Slovak,John E. Christensen,2019-08-05T15:20:21Z
494037,Vlasovec psí,sk,"","",https://eol.org/pages/2922951,Slovak,,2019-08-18T02:02:07Z
59895,Bystruška fialová,sk,"","",,Slovak,Majo,2019-08-27T19:19:47Z
131196,horec luskáčovitý,sk,"","",,Slovak,Majo,2019-08-27T19:22:28Z
47170,Huby,sk,"","",,Slovak,Majo,2019-09-02T14:25:21Z
54704,Rašelinník,sk,"","",,Slovak,John E. Christensen,2019-09-26T10:55:24Z
47927,Šidlá,sk,"","",,Slovak,John E. Christensen,2019-11-11T21:24:51Z
462706,manovník stlačený,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:21:54Z
119888,zemepisník mapovitý,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:23:20Z
117877,fyscia popolavá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:26:43Z
124439,fyscia brvitá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:28:19Z
194681,fyscia modrosivá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:29:18Z
155090,fyscia hviezdovitá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:30:04Z
228044,fyscia ružicovitá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:30:42Z
228059,fyscia pôvabná,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:32:30Z
60718,fyskónia poprášená,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:33:21Z
229764,stužkovec topoľový,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:34:13Z
155093,dutohlávka končistá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:35:32Z
179037,dutohlávka riasnatá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:36:18Z
632126,lekanora múrová,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:38:10Z
117971,diskovka bublinatá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:38:56Z
179720,diskovka rúrkovitá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:39:44Z
175355,pakonárik otrubový,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:41:21Z
194686,diskovka zlatistá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:42:11Z
318822,diskovka čiaškovitá,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:45:50Z
117860,diskovka skalná,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:46:42Z
54734,diskovka ryhovaná,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:47:30Z
463837,diskovník mnohoplodý,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:49:15Z
532267,diskovník oranžový,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:50:22Z
55576,diskovník múrový,sk,"","",,Slovak,Fero Bednar,2019-12-05T07:51:05Z
505478,Kura domáca,sk,"","",,Slovak,John E. Christensen,2019-12-28T14:28:25Z
48460,Život,sk,"","",,Slovak,cassi saari,2020-01-30T18:24:12Z
56222,podbeľ liečivý,sk,"","",,Slovak,Martin Hromada,2020-03-29T13:53:25Z
245677,pľúcnik tmavý,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-03-29T13:57:05Z
55763,deväťsil biely,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-03-29T14:00:27Z
51606,snežienka jarná,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-03-29T14:04:15Z
55610,Cifruša Bezkrídla,sk,"","",,Slovak,Martin Hromada,2020-04-17T11:49:33Z
55757,lastovičník väčší,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-04-20T12:03:27Z
55819,prvosienka jarná,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-04-20T12:04:56Z
3048,holub hrivnák,sk,Slovakia,SK,,Slovak,Martin Hromada,2020-04-20T12:06:43Z
4857,Cíbik chochlatý,sk,"","",,Slovak,Michal,2020-04-24T12:52:22Z
9236,kanárik poľný,sk,"","",,Slovak,Michal,2020-04-24T12:56:04Z
11901,lastovička obyčajná,sk,"","",,Slovak,Michal,2020-04-24T13:04:23Z
53021,Pupenec roľný,sk,"","",,Slovak,Michal,2020-04-24T13:06:12Z
5267,haja červená,sk,"","",,Slovak,Michal,2020-04-24T13:06:46Z
47687,bocianik rozpukovitý,sk,"","",,Slovak,Michal,2020-04-24T13:08:17Z
13851,vrabec poľný,sk,"","",,Slovak,Michal,2020-04-24T13:08:51Z
128824,bzučivka zelená,sk,"","",,Slovak,Michal,2020-04-24T13:10:47Z
127564,blyšťavka obyčajná,sk,"","",,Slovak,Michal,2020-04-24T13:11:56Z
55626,mlynárik repový,sk,"","",,Slovak,Michal,2020-04-24T13:12:32Z
35912,jašterica krátkohlavá,sk,"","",,Slovak,Michal,2020-04-24T13:14:35Z
768853,zlatoň mramorovaný,sk,"","",,Slovak,Michal,2020-04-24T13:17:15Z
1907,kukučka obyčajná,sk,"","",,Slovak,Michal,2020-04-24T13:17:42Z
354801,piadivka vresová,sk,"","",,Slovak,Michal,2020-04-24T13:18:23Z
13695,trasochvost biely,sk,"","",,Slovak,Michal,2020-04-24T13:18:49Z
62766,perlovec malý,sk,"","",,Slovak,Michal,2020-04-24T13:19:41Z
472766,sokol myšiar,sk,"","",,Slovak,Michal,2020-04-24T13:22:14Z
981,bažant obyčajný,sk,"","",,Slovak,Michal,2020-04-24T13:23:30Z
55048,pestroš včelí,sk,"","",,Slovak,Michal,2020-04-24T13:24:30Z
2969,hrdlička záhradná,sk,"","",,Slovak,Michal,2020-04-24T13:29:21Z
12748,drozd plavý,sk,"","",,Slovak,Michal,2020-04-24T13:30:01Z
558634,stehlík konôpka,sk,"","",,Slovak,Michal,2020-04-24T13:30:32Z
10070,pinka obyčajná,sk,"","",,Slovak,Michal,2020-04-24T13:31:05Z
9398,stehlík obyčajný,sk,"","",,Slovak,Michal,2020-04-24T13:31:36Z
7018,hus divá,sk,"","",,Slovak,Michal,2020-04-24T13:32:18Z
57619,čmeľ skalný,sk,"","",,Slovak,Michal,2020-04-24T13:33:33Z
12716,drozd čierny,sk,"","",,Slovak,Michal,2020-04-24T13:33:58Z
4736,bocian čierny,sk,"","",,Slovak,Michal,2020-04-24T13:36:09Z
209661,ploštička lipová,sk,"","",,Slovak,Michal,2020-04-24T13:40:30Z
213535,mora ďatelinová,sk,"","",,Slovak,Michal,2020-04-24T13:44:14Z
56532,okáň hruškový,sk,"","",,Slovak,Michal,2020-04-24T13:45:22Z
14850,škorec obyčajný,sk,"","",,Slovak,Michal,2020-04-24T13:46:01Z
207977,babôčka pávooká,sk,"","",,Slovak,Michal,2020-04-24T13:51:31Z
62470,slizniak veľký,sk,"","",,Slovak,Michal,2020-04-24T13:52:04Z
55563,sedmokráska obyčajná,sk,"","",,Slovak,Michal,2020-04-24T13:56:38Z
7513,oriešok karolínsky,sk,"","",,Slovak,Michal,2020-04-24T13:57:34Z
49666,tisovec dvojradový,sk,"","",,Slovak,Michal,2020-04-24T13:57:57Z
5106,jastrab krahulec,sk,"","",,Slovak,Michal,2020-04-24T13:59:17Z
51495,mlynárik žeruchový,sk,"","",,Slovak,Michal,2020-04-24T14:00:21Z
42184,srnec lesný,sk,"","",,Slovak,Michal,2020-04-24T14:01:38Z
20969,dudok chochlatý,sk,"","",,Slovak,Michal,2020-04-24T14:02:15Z
55851,hluchavka nachová,sk,"","",,Slovak,Michal,2020-04-24T14:06:37Z
55760,fialka roľná,sk,"","",,Slovak,Michal,2020-04-24T14:09:23Z
4733,bocian biely,sk,"","",,Slovak,Michal,2020-04-24T14:10:34Z
55876,hluchavka biela,sk,"","",,Slovak,Michal,2020-04-24T14:11:06Z
56061,cesnačka lekárska,sk,"","",,Slovak,Michal,2020-04-24T14:11:34Z
144823,sýkorka uhliarka,sk,"","",,Slovak,Michal,2020-04-24T14:13:41Z
451915,chrústik letný,sk,"","",,Slovak,Michal,2020-04-24T14:15:36Z
145291,strnádka lúčna,sk,"","",,Slovak,Michal,2020-04-24T14:16:44Z
9201,strnádka trstinová,sk,"","",,Slovak,Michal,2020-04-24T14:17:58Z
4450,rybár riečny,sk,"","",,Slovak,Michal,2020-04-24T14:18:28Z
6930,kačica divá,sk,"","",,Slovak,Michal,2020-04-24T14:18:51Z
827372,kačica mexická,sk,"","",,Slovak,Michal,2020-04-24T14:19:45Z
144510,čajka smejivá,sk,"","",,Slovak,Michal,2020-04-24T14:20:42Z
54327,sršeň obyčajný,sk,"","",,Slovak,Michal,2020-04-24T14:22:08Z
55809,bleduľa letná,sk,"","",,Slovak,Michal,2020-04-24T14:22:40Z
3978,kalužiačik malý,sk,"","",,Slovak,Michal,2020-04-24T14:25:09Z
48670,morovité,sk,"","",,Slovak,Michal,2020-04-24T14:28:18Z
4981,chavkoš nočný,sk,"","",,Slovak,Michal,2020-04-24T14:28:54Z
55766,mliečnik chvojkový,sk,"","",,Slovak,Michal,2020-04-24T14:29:23Z
144757,vrana popolavá,sk,"","",,Slovak,Michal,2020-04-24T14:29:48Z
5268,haja tmavá,sk,"","",,Slovak,Michal,2020-04-24T14:30:13Z
4954,volavka popolavá,sk,"","",,Slovak,Michal,2020-04-24T14:31:14Z
5309,orliak morský,sk,"","",,Slovak,Michal,2020-04-24T14:31:43Z
2599,rybárik riečny,sk,"","",,Slovak,Michal,2020-04-24T14:32:17Z
43041,ježovité,sk,"","",,Slovak,Michal,2020-04-24T14:37:32Z
49550,cedivkovité,sk,"","",,Slovak,Michal,2020-04-24T14:38:09Z
47201,blanokrídlovce,sk,"","",,Slovak,Michal,2020-04-24T14:39:37Z
54262,jedľa,sk,"","",,Slovak,Michal,2020-04-24T14:41:54Z
48210,konvalinka,sk,"","",,Slovak,Michal,2020-04-24T14:42:54Z
152947,hubožer zlatožltý,sk,"","",,Slovak,Michal,2020-04-24T14:47:44Z
48702,hríbovité,sk,"","",,Slovak,Michal,2020-04-24T14:48:53Z
48419,muchotrávka,sk,"","",,Slovak,Michal,2020-04-24T14:53:05Z
56154,mydlica lekárska,sk,"","",,Slovak,Michal,2020-04-24T14:53:43Z
145360,zelienka obyčajná,sk,"","",,Slovak,Michal,2020-04-24T14:54:15Z
9195,strnádka žltá,sk,"","",,Slovak,Michal,2020-04-24T14:54:43Z
82109,májka obyčajná,sk,"","",,Slovak,Michal,2020-04-24T14:55:19Z
4208,potápka chochlatá,sk,"","",,Slovak,Michal,2020-04-24T14:55:48Z
7122,hrdzavka potápavá,sk,"","",,Slovak,Michal,2020-04-24T14:56:13Z
120479,hus domáca,sk,"","",,Slovak,Michal,2020-04-24T14:57:41Z
43128,zajac poľný,sk,"","",,Slovak,Michal,2020-04-24T14:58:10Z
204472,myšiak hôrny,sk,"","",,Slovak,Michal,2020-04-24T14:58:36Z
5173,kaňa močiarna,sk,"","",,Slovak,Michal,2020-04-24T15:00:15Z
9801,glezg hrubozobý,sk,"","",,Slovak,Michal,2020-04-24T15:00:55Z
9079,pinkovité,sk,"","",,Slovak,Michal,2020-04-24T15:01:25Z
6921,labuť veľká,sk,"","",,Slovak,Michal,2020-04-24T15:02:03Z
559070,strakoš veľký,sk,"","",,Slovak,Michal,2020-04-24T15:02:40Z
6922,kačica,sk,"","",,Slovak,Michal,2020-04-24T15:04:00Z
20307,myšiarka ušatá,sk,"","",,Slovak,Michal,2020-04-24T15:07:03Z
4342,čajkovité,sk,"","",,Slovak,Michal,2020-04-24T15:09:10Z
966787,užovka obojková,sk,"","",,Slovak,Michal,2020-04-24T15:10:30Z
482,lyska čierna,sk,"","",,Slovak,Michal,2020-04-24T15:11:00Z
56136,prvosienka bezbyľová,sk,"","",,Slovak,Michal,2020-04-24T15:11:30Z
57518,kožovkovité,sk,"","",,Slovak,Michal,2020-04-24T15:12:44Z
162699,kotúč poľný,sk,"","",,Slovak,Michal,2020-04-24T15:13:08Z
56174,hadinec obyčajný,sk,"","",,Slovak,Michal,2020-04-24T15:13:31Z
63402,bedľa,sk,"","",,Slovak,Michal,2020-04-24T15:14:44Z
55811,slivka trnková,sk,"","",,Slovak,Michal,2020-04-24T15:17:11Z
57489,bieloškvrnáč púpavcový,sk,"","",,Slovak,Michal,2020-04-24T15:18:11Z
558429,kačica chrapačka,sk,"","",,Slovak,Michal,2020-04-24T15:18:35Z
59016,blatnička vodná,sk,"","",,Slovak,Michal,2020-04-24T15:20:42Z
51039,pásikavec meňavý,sk,"","",,Slovak,Michal,2020-04-24T15:21:29Z
55854,durman obyčajný,sk,"","",,Slovak,Michal,2020-04-24T15:21:55Z
78217,nikandra machovkovitá,sk,"","",,Slovak,Michal,2020-04-24T15:24:01Z
48521,hnojník atramentový,sk,"","",,Slovak,Michal,2020-04-24T15:24:22Z
47392,hnojník obyčajný,sk,"","",,Slovak,Michal,2020-04-24T15:24:47Z
347541,mravec lužný,sk,"","",,Slovak,Michal,2020-04-24T15:26:35Z
484487,hodvábnica jarná,sk,"","",,Slovak,Michal,2020-04-24T15:27:24Z
12038,strakoš obyčajný,sk,"","",,Slovak,Michal,2020-04-24T15:28:51Z
466374,piadivka menšia,sk,"","",,Slovak,Michal,2020-04-24T15:30:46Z
334385,očkáň stoklasový,sk,"","",,Slovak,Michal,2020-04-24T15:31:31Z
48339,plávka,sk,"","",,Slovak,Michal,2020-04-24T15:51:15Z
40269,netopierovité,sk,"","",,Slovak,Michal,2020-04-24T15:52:08Z
48484,lienka východná,sk,"","",,Slovak,Michal,2020-04-24T16:05:49Z
55828,hluchavka škvrnitá,sk,"","",,Slovak,Michal,2020-04-24T16:09:06Z
126756,hrachor jarný,sk,"","",,Slovak,Michal,2020-04-24T16:09:29Z
135659,tujovec východný,sk,"","",,Slovak,Michal,2020-04-24T16:09:54Z
129054,tulipán Gesnerov,sk,"","",,Slovak,Michal,2020-04-24T16:11:00Z
56206,aukuba japonská,sk,"","",,Slovak,Michal,2020-04-24T16:12:33Z
126155,osa útočná,sk,"","",,Slovak,Michal,2020-04-24T16:12:55Z
636795,rozmarín lekársky,sk,"","",,Slovak,Michal,2020-04-24T16:13:23Z
55830,zádušník brečtanovitý,sk,"","",,Slovak,Michal,2020-04-24T16:14:34Z
69989,plotica obyčajná,sk,"","",,Slovak,Michal,2020-04-24T16:14:59Z
39793,korytnačka písmenková žltolíca,sk,"","",,Slovak,Michal,2020-04-24T16:15:50Z
92984,peskáč vysoký,sk,"","",,Slovak,Michal,2020-04-24T16:16:22Z
49133,babôčka admirálska,sk,"","",,Slovak,Michal,2020-04-24T16:16:52Z
145895,slepúch východný,sk,"","",,Slovak,Michal,2020-04-24T16:18:27Z
322024,dúhovec menší,sk,"","",,Slovak,Michal,2020-04-24T16:22:32Z
55814,chochlačka plná,sk,"","",,Slovak,Michal,2020-04-24T16:26:10Z
56152,cesnak medvedí,sk,"","",,Slovak,Michal,2020-04-24T16:26:35Z
64346,užovka fŕkaná,sk,"","",,Slovak,Michal,2020-04-24T16:26:56Z
56529,vidlochvost feniklový,sk,"","",,Slovak,Michal,2020-04-24T16:27:18Z
61523,slimák záhradný,sk,"","",,Slovak,Michal,2020-04-24T16:27:38Z
56134,modrica širokolistá,sk,"","",,Slovak,Michal,2020-04-24T16:30:24Z
60885,vstavačovec bazový,sk,"","",,Slovak,Michal,2020-04-24T16:30:58Z
84281,jarva obyčajná,sk,"","",,Slovak,Michal,2020-04-24T16:31:26Z
498350,luskáč lekársky,sk,"","",,Slovak,Michal,2020-04-24T16:33:13Z
950603,veternica hájna,sk,"","",,Slovak,Michal,2020-04-24T16:33:57Z
57512,imelo biele,sk,"","",,Slovak,Michal,2020-04-24T16:39:19Z
119792,paulovnia plstnatá,sk,"","",,Slovak,Michal,2020-04-24T16:40:57Z
57481,povoja plotná,sk,"","",,Slovak,Michal,2020-04-24T16:41:29Z
56057,margaréta biela,sk,"","",,Slovak,Michal,2020-04-24T16:41:49Z
866675,očianka Rostkovova,sk,"","",,Slovak,Michal,2020-04-24T16:42:46Z
47726,javor jaseňolistý,sk,"","",,Slovak,Michal,2020-04-24T16:49:01Z
59813,imelovec európsky,sk,"","",,Slovak,Michal,2020-04-24T16:49:24Z
16791,tyran čiernochvostý,sk,"","",,Slovak,Michal,2020-04-24T18:34:13Z
7089,bernikla veľká,sk,"","",,Slovak,Michal,2020-04-24T18:35:06Z
792987,ďateľ Nuttallov,sk,"","",,Slovak,Michal,2020-04-24T18:36:14Z
47219,včela medonosná,sk,"","",,Slovak,Michal,2020-04-24T18:37:10Z
5344,orol bojovný,sk,"","",,Slovak,Michal,2020-04-24T18:43:48Z
8038,vrana štítnatá,sk,"","",,Slovak,Michal,2020-04-24T18:44:33Z
13685,vrabcovité,sk,"","",,Slovak,Michal,2020-04-24T18:47:12Z
13847,vrabec,sk,"","",,Slovak,Michal,2020-04-24T18:47:40Z
120156,mucha domáca,sk,"","",,Slovak,Michal,2020-04-24T18:48:06Z
47561,borovica,sk,"","",,Slovak,Michal,2020-04-24T18:49:18Z
7458,kôrovník lesný,sk,"","",,Slovak,Michal,2020-04-24T18:50:05Z
47553,tis obyčajný,sk,"","",,Slovak,Michal,2020-04-24T18:50:36Z
54763,javor mliečny,sk,"","",,Slovak,Michal,2020-04-24T18:50:55Z
153440,judášovec strukový,sk,"","",,Slovak,Michal,2020-04-24T18:52:19Z
56133,dub letný,sk,"","",,Slovak,Michal,2020-04-24T18:52:43Z
47571,topoľ osikový,sk,"","",,Slovak,Michal,2020-04-24T18:53:15Z
53856,cezmína ostrolistá,sk,"","",,Slovak,Michal,2020-04-24T18:53:35Z
55848,narcis žltý,sk,"","",,Slovak,Michal,2020-04-24T18:54:52Z
48865,kokosovník obyčajný,sk,"","",,Slovak,Michal,2020-04-24T18:56:20Z
48865,palma kokosová,sk,"","",,Slovak,Michal,2020-04-24T18:57:03Z
48865,kokosovník orechoplodový,sk,"","",,Slovak,Michal,2020-04-24T18:58:28Z
58732,sumachovec popínavý,sk,"","",,Slovak,Michal,2020-04-24T18:59:54Z
84298,pagaštan konský,sk,"","",,Slovak,Michal,2020-04-24T19:00:30Z
3580,hrdlička škoricová,sk,"","",,Slovak,Michal,2020-04-24T19:05:26Z
3017,holub divý,sk,"","",,Slovak,Michal,2020-04-24T19:05:58Z
9607,vlhovec pobrežný,sk,"","",,Slovak,Michal,2020-04-24T19:06:24Z
11970,lastovička zúbkokrídla,sk,"","",,Slovak,Michal,2020-04-24T19:07:01Z
54805,jaseň americký,sk,"","",,Slovak,Michal,2020-04-24T19:08:26Z
133614,ruža čínska,sk,"","",,Slovak,Michal,2020-04-24T19:10:19Z
10094,strnádlik sivý,sk,"","",,Slovak,Michal,2020-04-24T19:11:14Z
199841,červenák purpurový,sk,"","",,Slovak,Michal,2020-04-24T19:11:41Z
54834,čremcha neskorá,sk,"","",,Slovak,Michal,2020-04-24T19:12:41Z
54261,jedla balzamová,sk,"","",,Slovak,Michal,2020-04-24T19:13:08Z
83435,ebenovník virgínsky,sk,"","",,Slovak,Michal,2020-04-24T19:14:37Z
57902,borovica sladká,sk,"","",,Slovak,Michal,2020-04-24T19:15:10Z
558427,hus snežnička,sk,"","",,Slovak,Michal,2020-04-24T19:20:06Z
558426,hus snežná,sk,"","",,Slovak,Michal,2020-04-24T19:20:38Z
7014,hus labutia,sk,"","",,Slovak,Michal,2020-04-24T19:21:00Z
125742,čerešňa pílkatá,sk,"","",,Slovak,Michal,2020-04-24T19:22:55Z
79463,brest sibírsky,sk,"","",,Slovak,Michal,2020-04-24T19:25:43Z
558438,kačica lyžičiarka,sk,"","",,Slovak,Michal,2020-04-24T19:26:09Z
54857,brestovec západný,sk,"","",,Slovak,Michal,2020-04-24T19:26:37Z
9981,strnádlik trávový,sk,"","",,Slovak,Michal,2020-04-24T19:28:15Z
199840,hýl' domový,sk,"","",,Slovak,Michal,2020-04-24T19:28:55Z
9744,vlhovec červenokrídly,sk,"","",,Slovak,Michal,2020-04-24T19:29:27Z
9319,trupiál maskový,sk,"","",,Slovak,Michal,2020-04-24T19:32:01Z
8229,sojka modrá,sk,"","",,Slovak,Michal,2020-04-24T19:32:28Z
906,morka divá,sk,"","",,Slovak,Michal,2020-04-24T19:33:45Z
18463,miazgojed žltobruchý,sk,"","",,Slovak,Michal,2020-04-24T19:34:15Z
3739,ibis posvätný,sk,"","",,Slovak,Michal,2020-04-24T19:37:50Z
144820,sýkorka hrdzavochrbtá,sk,"","",,Slovak,Michal,2020-04-24T19:39:56Z
118552,mačka domáca,sk,"","",,Slovak,Michal,2020-04-24T19:45:07Z
167829,sumach pálkový,sk,"","",,Slovak,Michal,2020-04-24T19:47:15Z
361308,pľúcnik najmäkší,sk,"","",,Slovak,Michal,2020-04-24T19:48:01Z
3885,kalužiak perlavý,sk,"","",,Slovak,Michal,2020-04-24T19:48:29Z
47602,púpava lekárska,sk,"","",,Slovak,Michal,2020-04-24T19:48:58Z
56121,kapsička pastierska,sk,"","",,Slovak,Michal,2020-04-24T19:50:09Z
61917,tipuľa bahenná,sk,"","",,Slovak,Michal,2020-04-24T19:52:20Z
447812,jahoda trávnicová,sk,"","",,Slovak,Michal,2020-04-24T19:52:43Z
50298,jahoda obyčajná,sk,"","",,Slovak,Michal,2020-04-24T19:53:10Z
334311,chudôbka vždyzelená,sk,"","",,Slovak,Michal,2020-04-24T19:58:31Z
135727,borovica horská,sk,"","",,Slovak,Michal,2020-04-24T19:59:47Z
442840,poniklec slovenský,sk,"","",,Slovak,Michal,2020-04-24T20:00:13Z
127228,bergénia tučnolistá,sk,"","",,Slovak,Michal,2020-04-24T20:15:54Z
6924,kačica černastá,sk,"","",,Slovak,Michal,2020-04-24T20:20:36Z
